Section	Sum(E/W)	dSum	Strongest	E4363	dE4363	E/W 4363	k4363	kk4363	F4363
blue-0658-0465	0.0204778403401	0.00417135565059	He I 4388 90%	3.24635344721	0.401305242011	0.108143266822	nan	nan	17.2573867717
blue-0606-0256	0.0140559426863	0.016119577749	He I 4388 84%	3.67066868745	1.01953606763	0.12227815293	nan	nan	30.6876377854
blue-0594-0750	0.0183682479012	0.00284936978652	He I 4388 90%	2.89878993281	0.279594267787	0.0965651517195	nan	nan	17.5109662218
blue-0468-0315	0.0215919022159	0.0104407054378	He I 4388 90%	3.94903600689	1.00756967756	0.131551188596	nan	nan	30.1858648277
blue-0611-0720	0.0178885265333	0.00468440283343	He I 4388 90%	2.78096112043	0.465136843883	0.0926400114339	nan	nan	16.1552987451
blue-0161-0505	0.0279537685285	0.0824967823776	He I 4388 99%	5.83742373092	2.31964353272	0.194457591372	nan	nan	60.8154910291
blue-0159-0625	0.0240155012613	0.0152350024033	He I 4388 90%	5.257862434	3.5819485838	0.175151113198	nan	nan	40.3601992055
blue-0209-0345	0.0170620258518	0.0544223347528	He I 4388 92%	4.7037521279	4.73679075666	0.156692464238	nan	nan	49.2518019417
blue-0571-0555	0.0162935560439	0.00211285164675	He I 4388 90%	2.4417543595	0.200914249803	0.0813402784101	nan	nan	14.2864264367
blue-0193-0326	0.00323474504812	0.0975962318429	H I 4340 62%	4.75958889637	8.23092703525	0.158552511411	nan	nan	51.9112967059
blue-0211-0356	0.0264976241056	0.03169797541	He I 4388 91%	5.7690578704	3.4145364391	0.192180172226	nan	nan	63.116516108
blue-0259-0458	0.0238653109355	0.0485074143018	He I 4388 96%	4.76107687222	4.99507167354	0.158602079202	nan	nan	45.8415270297
blue-0606-0555	0.014224907008	0.00446658984018	He I 4388 89%	3.2139570757	1.32761728822	0.107064071502	nan	nan	19.093358963
blue-0592-0772	0.017848448754	0.00576277470222	He I 4388 90%	3.56866953959	1.76829304348	0.118880334041	nan	nan	21.6728128156
blue-0575-0742	0.0194913108722	0.00765191986421	He I 4388 90%	3.20885131873	2.07981372848	0.106893987361	nan	nan	21.6501285178
blue-0382-0581	0.00153809014395	0.00199517733325	He I 4388 95%	0.7734902795	0.304825992041	0.0257666846942	nan	nan	139.04359515
