# label	mx	my	TooBig	Compact	Shadow	fillfac	aspect	contrast	skip?
42	3	4	False	False	False	1.000	1.333	9.625	 
43	3	4	False	False	False	1.000	1.333	28.642	 
44	3	4	False	False	False	1.000	1.333	26.859	 
45	4	4	False	True	False	1.000	1.000	54.332	 
46	3	4	False	False	False	1.000	1.333	4.057	 
47	4	3	False	False	False	1.000	1.333	4.119	 
48	3	4	False	False	False	1.000	1.333	4.857	 
49	4	4	False	True	False	1.000	1.000	20.215	 
50	4	4	False	True	False	1.000	1.000	40.557	 
51	4	4	False	True	False	0.938	1.000	192.372	 
52	3	4	False	False	False	1.000	1.333	10.921	 
53	4	3	False	False	False	1.000	1.333	5.115	 
54	4	3	False	False	False	1.000	1.333	1.988	 
55	3	4	False	False	False	1.000	1.333	2.150	 
56	4	3	False	False	False	1.000	1.333	3.472	 
57	4	3	False	False	False	1.000	1.333	14.040	 
58	3	4	False	False	False	1.000	1.333	8.900	 
59	4	4	False	True	False	1.000	1.000	9.329	 
60	3	3	False	True	False	1.000	1.000	5.943	 
61	3	3	False	True	False	1.000	1.000	7.957	 
62	4	4	False	True	True	1.000	1.000	-7.456	 
63	4	4	False	True	False	1.000	1.000	18.428	 
64	4	4	False	True	True	1.000	1.000	-8.853	 
65	4	4	False	True	False	1.000	1.000	9.010	 
66	4	3	False	False	False	1.000	1.333	6.448	 
67	3	3	False	True	False	1.000	1.000	4.735	 
68	3	4	False	False	False	1.000	1.333	72.972	 
69	4	4	False	True	False	1.000	1.000	25.695	 
70	3	4	False	False	False	1.000	1.333	3.995	 
71	4	3	False	False	False	1.000	1.333	7.421	 
72	3	4	False	False	False	1.000	1.333	10.021	 
73	4	3	False	False	False	1.000	1.333	11.524	 
74	4	3	False	False	False	1.000	1.333	4.969	 
75	3	4	False	False	False	1.000	1.333	7.276	 
76	4	3	False	False	False	1.000	1.333	24.973	 
77	3	4	False	False	False	1.000	1.333	6.730	 
78	3	4	False	False	False	1.000	1.333	18.194	 
79	4	4	False	True	False	1.000	1.000	18.791	 
80	3	3	False	True	False	1.000	1.000	7.988	 
81	3	4	False	False	False	1.000	1.333	4.943	 
82	4	3	False	False	False	1.000	1.333	93.185	 
83	4	4	False	True	False	1.000	1.000	12.933	 
84	4	3	False	False	False	1.000	1.333	5.278	 
85	3	3	False	True	False	1.000	1.000	7.087	 
86	4	3	False	False	False	1.000	1.333	2.569	 
87	3	3	False	True	False	1.000	1.000	8.198	 
88	4	3	False	False	True	1.000	1.333	-11.993	 
89	4	4	False	True	True	1.000	1.000	-7.220	 
90	4	3	False	False	False	1.000	1.333	3.637	 
91	4	4	False	True	False	1.000	1.000	14.445	 
92	4	4	False	True	False	0.938	1.000	2.410	 
93	4	3	False	False	False	1.000	1.333	6.014	 
94	3	3	False	True	False	1.000	1.000	3.415	 
95	4	3	False	False	False	1.000	1.333	2.242	 
96	4	3	False	False	False	1.000	1.333	5.391	 
97	3	3	False	True	False	1.000	1.000	6.032	 
98	3	4	False	False	False	1.000	1.333	9.778	 
99	4	3	False	False	False	1.000	1.333	6.957	 
100	4	4	False	True	False	0.938	1.000	2.284	 
101	3	4	False	False	False	1.000	1.333	4.369	 
102	3	4	False	False	False	1.000	1.333	9.268	 
103	3	3	False	True	False	1.000	1.000	2.478	 
104	3	4	False	False	False	1.000	1.333	5.812	 
105	4	3	False	False	False	1.000	1.333	3.851	 
106	4	4	False	True	False	1.000	1.000	5.040	 
107	4	3	False	False	False	1.000	1.333	5.655	 
108	3	3	False	True	False	1.000	1.000	7.532	 
109	5	6	False	True	False	0.900	1.200	1.374	 
110	4	3	False	False	False	1.000	1.333	8.617	 
111	3	4	False	False	False	1.000	1.333	4.243	 
112	10	22	True	False	False	0.832	2.200	2.034	*
113	4	4	False	True	False	0.938	1.000	1.347	 
114	4	4	False	True	False	1.000	1.000	75.256	 
115	4	4	False	True	False	1.000	1.000	43.585	 
116	3	4	False	False	False	1.000	1.333	6.662	 
117	4	4	False	True	False	1.000	1.000	27.810	 
118	4	3	False	False	False	1.000	1.333	2.038	 
119	4	4	False	True	False	1.000	1.000	72.851	 
120	4	3	False	False	False	1.000	1.333	3.346	 
121	3	3	False	True	False	1.000	1.000	2.102	 
122	3	3	False	True	False	1.000	1.000	4.034	 
123	4	3	False	False	False	1.000	1.333	2.084	 
124	4	3	False	False	False	1.000	1.333	15.214	 
125	4	3	False	False	False	1.000	1.333	2.822	 
126	4	4	False	True	False	1.000	1.000	8.087	 
127	4	4	False	True	False	1.000	1.000	38.493	 
128	3	4	False	False	False	1.000	1.333	8.697	 
129	3	4	False	False	False	1.000	1.333	2.178	 
130	3	4	False	False	False	1.000	1.333	2.626	 
131	3	4	False	False	False	1.000	1.333	5.124	 
132	4	4	False	True	False	0.938	1.000	7.869	 
133	4	4	False	True	False	1.000	1.000	79.090	 
134	4	4	False	True	False	0.938	1.000	10.387	 
135	4	3	False	False	False	1.000	1.333	3.933	 
136	3	3	False	True	False	1.000	1.000	4.818	 
137	4	4	False	True	False	1.000	1.000	3.638	 
138	4	3	False	False	False	1.000	1.333	2.703	 
139	4	4	False	True	False	1.000	1.000	10.163	 
140	3	3	False	True	False	1.000	1.000	5.530	 
141	4	4	False	True	False	1.000	1.000	252.118	 
142	4	4	False	True	False	1.000	1.000	168.050	 
143	4	4	False	True	False	1.000	1.000	119.047	 
144	4	4	False	True	False	1.000	1.000	10.947	 
145	4	4	False	True	False	1.000	1.000	8.008	 
146	3	4	False	False	False	1.000	1.333	4.019	 
147	4	3	False	False	False	1.000	1.333	11.583	 
148	11	261	True	False	False	0.995	23.727	7.480	*
149	4	3	False	False	False	1.000	1.333	2.240	 
150	4	3	False	False	False	1.000	1.333	4.850	 
151	5	6	False	True	False	0.933	1.200	1.292	 
152	3	4	False	False	False	1.000	1.333	3.316	 
153	3	3	False	True	False	1.000	1.000	3.741	 
154	4	3	False	False	False	1.000	1.333	2.526	 
155	3	4	False	False	False	1.000	1.333	14.659	 
156	3	4	False	False	False	1.000	1.333	8.370	 
157	3	4	False	False	False	1.000	1.333	2.588	 
158	3	3	False	True	False	1.000	1.000	6.349	 
159	4	3	False	False	False	1.000	1.333	3.701	 
160	4	4	False	True	False	1.000	1.000	26.096	 
161	4	4	False	True	False	1.000	1.000	3.061	 
162	3	4	False	False	False	1.000	1.333	3.152	 
163	3	4	False	False	False	1.000	1.333	4.009	 
164	4	3	False	False	False	1.000	1.333	23.389	 
165	3	3	False	True	False	1.000	1.000	8.447	 
166	4	4	False	True	False	1.000	1.000	10.110	 
167	4	4	False	True	False	1.000	1.000	3.889	 
168	4	4	False	True	False	1.000	1.000	46.184	 
169	4	4	False	True	False	1.000	1.000	2.558	 
170	4	4	False	True	False	1.000	1.000	52.702	 
171	4	4	False	True	False	1.000	1.000	81.311	 
172	4	4	False	True	False	0.938	1.000	3.875	 
173	4	3	False	False	False	1.000	1.333	25.219	 
174	3	3	False	True	False	1.000	1.000	2.887	 
175	4	4	False	True	False	1.000	1.000	3.280	 
176	3	3	False	True	False	1.000	1.000	9.434	 
177	3	4	False	False	False	1.000	1.333	11.733	 
178	4	4	False	True	True	0.938	1.000	-6.966	 
179	3	4	False	False	False	1.000	1.333	4.948	 
180	3	3	False	True	False	1.000	1.000	11.306	 
181	4	3	False	False	False	1.000	1.333	106.785	 
182	3	4	False	False	False	1.000	1.333	16.467	 
183	4	3	False	False	False	1.000	1.333	3.767	 
184	3	4	False	False	False	1.000	1.333	2.802	 
185	3	3	False	True	False	1.000	1.000	3.498	 
186	3	4	False	False	False	1.000	1.333	2.697	 
187	3	4	False	False	False	1.000	1.333	2.758	 
188	4	4	False	True	False	1.000	1.000	32.680	 
189	4	3	False	False	False	1.000	1.333	3.805	 
190	3	4	False	False	False	1.000	1.333	9.132	 
191	3	4	False	False	False	1.000	1.333	5.703	 
192	4	3	False	False	False	1.000	1.333	9.212	 
193	3	3	False	True	False	1.000	1.000	2.965	 
194	4	4	False	True	False	1.000	1.000	4.069	 
195	4	4	False	True	False	1.000	1.000	27.977	 
196	4	3	False	False	False	1.000	1.333	5.060	 
197	3	3	False	True	False	1.000	1.000	7.047	 
198	3	4	False	False	False	1.000	1.333	4.454	 
199	4	3	False	False	False	1.000	1.333	3.737	 
200	3	3	False	True	False	1.000	1.000	5.275	 
201	3	4	False	False	False	1.000	1.333	2.368	 
202	3	3	False	True	False	1.000	1.000	3.903	 
203	4	4	False	True	False	1.000	1.000	170.135	 
204	4	3	False	False	False	1.000	1.333	3.712	 
205	4	4	False	True	False	0.938	1.000	4.162	 
206	4	3	False	False	False	1.000	1.333	4.405	 
207	4	3	False	False	False	1.000	1.333	3.683	 
208	4	3	False	False	False	1.000	1.333	2.629	 
209	3	4	False	False	False	1.000	1.333	3.128	 
210	4	4	False	True	False	1.000	1.000	5.171	 
211	4	4	False	True	False	1.000	1.000	51.081	 
212	4	4	False	True	False	1.000	1.000	10.234	 
213	3	3	False	True	False	1.000	1.000	12.792	 
214	4	3	False	False	False	1.000	1.333	6.425	 
215	4	4	False	True	True	1.000	1.000	-25.522	 
216	3	3	False	True	True	1.000	1.000	-12.144	 
