# label	mx	my	TooBig	Compact	Shadow	fillfac	aspect	contrast	skip?
1	12	281	True	False	False	0.862	23.417	6.470	*
2	3	4	False	False	False	1.000	1.333	5.511	 
3	3	4	False	False	False	1.000	1.333	7.271	 
4	3	4	False	False	False	1.000	1.333	6.314	 
5	3	4	False	False	False	1.000	1.333	3.595	 
6	3	4	False	False	False	1.000	1.333	5.532	 
7	3	4	False	False	False	1.000	1.333	13.478	 
8	3	3	False	True	False	1.000	1.000	5.722	 
9	4	3	False	False	False	1.000	1.333	3.961	 
10	4	3	False	False	False	1.000	1.333	8.216	 
11	3	4	False	False	False	1.000	1.333	46.309	 
12	4	4	False	True	False	1.000	1.000	10.270	 
13	4	3	False	False	False	1.000	1.333	9.713	 
14	4	3	False	False	False	1.000	1.333	3.535	 
15	3	4	False	False	False	1.000	1.333	3.665	 
16	4	4	False	True	False	1.000	1.000	24.725	 
17	4	4	False	True	False	1.000	1.000	8.270	 
18	4	3	False	False	False	1.000	1.333	18.841	 
19	4	3	False	False	False	1.000	1.333	37.203	 
20	4	3	False	False	False	1.000	1.333	7.032	 
21	3	4	False	False	False	1.000	1.333	3.116	 
22	4	3	False	False	False	1.000	1.333	7.889	 
23	4	3	False	False	False	1.000	1.333	7.781	 
24	4	4	False	True	False	1.000	1.000	121.308	 
25	4	4	False	True	True	1.000	1.000	-5.851	 
26	4	3	False	False	False	1.000	1.333	8.624	 
27	3	4	False	False	False	1.000	1.333	6.564	 
28	4	4	False	True	False	0.938	1.000	12.267	 
29	4	4	False	True	True	1.000	1.000	-9.415	 
30	4	3	False	False	False	1.000	1.333	147.272	 
31	4	4	False	True	False	1.000	1.000	16.786	 
32	3	4	False	False	False	1.000	1.333	9.797	 
33	3	4	False	False	False	1.000	1.333	5.341	 
34	4	3	False	False	False	1.000	1.333	64.392	 
35	4	4	False	True	False	1.000	1.000	14.355	 
36	3	3	False	True	False	1.000	1.000	6.676	 
37	4	3	False	False	True	1.000	1.333	-18.749	 
38	4	3	False	False	False	1.000	1.333	7.807	 
39	4	3	False	False	False	1.000	1.333	11.372	 
40	3	3	False	True	False	1.000	1.000	16.766	 
41	4	3	False	False	False	1.000	1.333	8.098	 
