PA	Section	x0	FQ437N	F547M	Sum(E/W)_1	dSum_1	Strongest	E4363	dE4363	E/W 4363	k4363	kk4363	F4363	Sum(E/W)_2	dSum_2
-90	S30-15	-12.35	nan	nan	0.0026409824802	1.13201087134e-05	H I 4340 99%	7.63056216663	1.23669904666	0.25419102812	1.23423108427	1.31732294255	25.3559742151	0.0388298958102	0.0109334236352
-90	S60-15	-12.35	nan	nan	0.0024388896152	1.06625162442e-05	H I 4340 99%	5.81141815468	1.31854469156	0.193591287682	1.31478624761	1.40807586232	21.7802674751	0.0357570296417	0.0531235498156
-90	S90-15	-12.35	nan	nan	0.00222978579291	1.40300893943e-05	H I 4340 99%	6.40042833006	1.44972928743	0.213212529051	1.360054662	1.41994040477	22.332543625	0.0321321542111	0.00137749623162
-90	S30-16	0.65	nan	nan	0.00259702342457	1.61128525403e-05	H I 4340 99%	9.5171422138	1.20713135048	0.317037213152	1.19308119633	1.24840018642	29.6739281423	0.0373206646808	0.00180401422675
-90	S60-16	0.65	nan	nan	0.00212402512336	1.05282104274e-05	H I 4340 99%	8.14702736668	1.36573488267	0.271395634717	1.31500190719	1.36426023588	27.3656621838	0.0314372373282	0.00230095388871
-90	S90-16	0.65	nan	nan	0.00235552952985	1.12190506577e-05	H I 4340 99%	6.80011337759	1.45695131474	0.226526928559	1.2912338334	1.35267642983	22.9874103271	0.0327102683402	0.00371269140739
-90	S30-17	13.65	0.153506122141	nan	0.00281946060949	1.28389000636e-05	H I 4340 99%	7.96744090742	1.44665441261	0.265413209606	1.14361290293	1.23992536214	28.5507741969	0.0425035519936	0.00507764587552
-90	S60-17	13.65	0.12751322806	nan	0.00233030954373	1.19468703548e-05	H I 4340 99%	7.59852146159	1.45797828152	0.253123680843	1.25395808858	1.32836704613	22.993165382	0.0332174998789	0.00643005294314
-90	S90-17	13.65	nan	nan	0.00221412931861	9.62299124323e-06	H I 4340 99%	6.79252492529	1.16967262647	0.226274140304	1.29675948353	1.36985939848	17.9052828903	0.0306708509465	0.000982901591929
-90	S30-18	26.65	0.186042835168	4.43502713685	0.00300922647646	1.71389910439e-05	H I 4340 99%	9.10932086797	1.28036514394	0.303451775419	1.15762167941	1.24742392007	40.5189536286	0.0411971485093	0.0175679396709
-90	S60-18	26.65	0.115821819332	2.67940609931	0.00272324054569	1.16427935627e-05	H I 4340 99%	7.3907399435	1.21117642849	0.246202015498	1.21557692406	1.2973279339	24.1746724797	0.0376657208193	0.0133567312973
-90	S90-18	26.65	nan	nan	0.00289459151282	1.30787796049e-05	H I 4340 99%	7.17766001564	1.68814578709	0.239103848318	1.24539838513	1.32892246432	19.4176525603	0.035459037018	0.00185670685244
-90	S30-19	39.65	0.137736150046	3.26383757847	0.00317810093894	1.27692961201e-05	H I 4340 99%	9.89483095507	1.53788972063	0.329618866687	1.12915093357	1.20797866479	47.1369913786	0.037952587851	0.00191436510056
-90	S60-19	39.65	0.0895521885752	1.97536348897	0.00268963132406	2.63890137452e-05	H I 4340 99%	5.72036077567	1.09798384623	0.190557963494	1.27656610529	1.40363814705	16.8087023539	0.0335188505824	0.00671472450714
-90	S90-19	39.65	nan	2.36274796344	0.00313616961814	1.3378819201e-05	H I 4340 99%	7.50940256531	1.50734301673	0.250154931834	1.25329387634	1.32304333369	23.190013026	0.0386447047864	0.00242788039398
-90	S30-20	52.65	0.11458107115	2.51482666549	0.00277073269633	1.15089298671e-05	H I 4340 99%	6.71103335135	1.18314332334	0.223559474397	1.24860829105	1.35725940344	26.2890663587	0.0382801952074	0.0271586260438
-90	S60-20	52.65	0.0770141825447	1.63271338656	0.00232656683371	1.13323253128e-05	H I 4340 99%	6.21319009119	1.19580151001	0.206975206112	1.30751788818	1.39336327165	14.8453521512	0.0318518009247	0.0124599495104
-90	S90-20	52.65	0.0640836987133	1.164754953	0.00252525910747	1.10855762309e-05	H I 4340 99%	5.90240134799	1.11637689444	0.196622140579	1.29387857988	1.36464933414	15.0978922166	0.035091410572	0.00861440424097
-90	S30-21	65.65	0.107460669119	2.35565228397	0.00265138843232	1.07362280838e-05	H I 4340 99%	9.37166038036	1.35915572356	0.312190889119	1.26517101605	1.33003881227	31.5954132133	0.0320439746919	0.00310352180676
-90	S60-21	65.65	0.0691451490965	1.28202277897	0.0021111965933	7.99480287494e-06	H I 4340 99%	5.83215500676	0.860660933668	0.19428207843	1.36911796895	1.40747351196	13.107771813	0.0332219829615	0.00111914090115
-90	S90-21	65.65	nan	0.614663888926	0.0014286424724	7.37700537088e-06	H I 4340 99%	4.79288573865	0.95009718268	0.159661703419	1.42604306824	1.47686701514	7.36507426295	0.0234285565299	0.239796498856
-90	S30-22	78.65	nan	1.83820738551	0.00256524088691	1.21206706877e-05	H I 4340 99%	6.37541629742	1.28775648624	0.212379322512	1.24421305125	1.37231165687	18.5750715231	0.0329594629946	0.00319364317354
-90	S60-22	78.65	nan	1.13927635316	0.00239375906979	1.10031213259e-05	H I 4340 99%	2.39455583169	0.652740162188	0.0797679902814	1.35239274443	1.48947814547	4.76264206737	0.0331940492463	0.0169112305621
-90	S90-22	78.65	nan	0.635837379482	0.00128826717935	0.000227872702741	H I 4340 99%	2.10578481477	0.96819872089	0.0701483842708	1.44551154999	1.50414351232	2.39885793679	0.022694625033	0.00316902966207
