PA	Section	x0	F658N	F547M	Sum(E/W)_1	dSum_1	Strongest	E6583	dE6583	E/W 6583	k6583	kk6583	F6583	Sum(E/W)_2	dSum_2
-90	S30-15	-12.35	nan	nan	0.0763375069627	0.00105285122871	H I 6563 99%	401.712573626	15.7097442222	14.4046667062	1.10554988651	2.34251420148	792.215815752	0.0388298958102	0.0109334236352
-90	S60-15	-12.35	nan	nan	0.070469592775	0.000955354955385	H I 6563 99%	379.889810106	13.3136739684	13.6221429423	1.06138509061	2.19839178539	761.382160647	0.0357570296417	0.0531235498156
-90	S90-15	-12.35	nan	nan	0.0701133198248	0.000399091109215	H I 6563 99%	490.337819468	13.2738010283	17.5826034	1.01787428502	2.13920679615	848.262326913	0.0321321542111	0.00137749623162
-90	S30-16	0.65	nan	nan	0.0754783140821	0.00116448319394	H I 6563 99%	386.476814435	15.3786343048	13.8583406821	1.1594050913	2.38672499154	775.929505822	0.0373206646808	0.00180401422675
-90	S60-16	0.65	nan	nan	0.0647202524825	0.000358067372316	H I 6563 99%	519.41238557	12.375852461	18.6251633342	1.0360981602	2.2992467907	911.18366888	0.0314372373282	0.00230095388871
-90	S90-16	0.65	nan	nan	0.0703334718857	0.000479803348649	H I 6563 99%	439.28542601	13.29527085	15.7519594008	1.0614030194	2.19856428917	808.577939904	0.0327102683402	0.00371269140739
-90	S30-17	13.65	nan	nan	0.0764994784029	0.000367028410924	H I 6563 99%	625.61817064	13.4243358049	22.4335055088	1.15328541219	2.56868168381	1499.48616249	0.0425035519936	0.00507764587552
-90	S60-17	13.65	nan	nan	0.0695255409751	0.000348212016928	H I 6563 99%	707.210111192	13.3056682928	25.3592409394	1.0746686566	2.41269918255	1214.92350259	0.0332174998789	0.00643005294314
-90	S90-17	13.65	nan	nan	0.0676520865335	0.000746315984267	H I 6563 99%	395.472878559	12.4097802233	14.1809228314	1.06761544623	2.26473887401	568.505885084	0.0306708509465	0.000982901591929
-90	S30-18	26.65	6.95336461188	4.43502713685	0.0761928024114	0.000354182140423	H I 6563 99%	879.168596668	14.3194947693	31.5253528144	1.1381650844	2.49488751875	2547.52263213	0.0411971485093	0.0175679396709
-90	S60-18	26.65	2.15044514247	2.67940609931	0.0736347492503	0.000363005796536	H I 6563 99%	639.599342397	12.8546299577	22.9348443578	1.09801066518	2.2855929854	1252.42994455	0.0376657208193	0.0133567312973
