PA	Section	x0	F502N	F547M	Sum(E/W)_1	dSum_1	Strongest	E5007	dE5007	E/W 5007	k5007	kk5007	F5007	Sum(E/W)_2	dSum_2
-90	S30-15	-12.35	nan	nan	0.0419760154804	0.00108357818823	[O III] 4959 100%	2520.70452606	20.9047012362	34.8492655756	1.01444911092	2.86120653918	5998.38768009	0.0388298958102	0.0109334236352
-90	S60-15	-12.35	nan	nan	0.0343736707695	0.000983712488234	[O III] 4959 99%	2059.62292771	17.0336945697	28.4747163547	1.05125681314	2.65447548358	5376.62224521	0.0357570296417	0.0531235498156
-90	S90-15	-12.35	nan	nan	0.0283305479127	0.000715400119882	[O III] 4959 100%	1697.52853944	14.0037717389	23.4686859493	1.06103685845	2.38645276531	4025.50626298	0.0321321542111	0.00137749623162
-90	S30-16	0.65	nan	nan	0.0434753540682	0.00120349121926	[O III] 4959 99%	2617.70123333	22.6847183724	36.190265275	0.996516965742	2.9955491412	5940.18115161	0.0373206646808	0.00180401422675
-90	S60-16	0.65	nan	nan	0.0272091103573	0.000747427627756	[O III] 4959 100%	1636.3175415	14.1017307158	22.6224311419	1.05549926875	2.41530852769	3845.58503747	0.0314372373282	0.00230095388871
-90	S90-16	0.65	nan	nan	0.0307143962973	0.000782714497404	[O III] 4959 100%	1835.20386364	15.4233752449	25.3720760083	1.03617995627	2.33523228079	4336.67457497	0.0327102683402	0.00371269140739
-90	S30-17	13.65	nan	nan	0.0388249616814	0.000998954834686	[O III] 4959 100%	2345.19300139	19.7456315129	32.4227821574	0.998893766974	2.57037671473	6402.13780402	0.0425035519936	0.00507764587552
-90	S60-17	13.65	nan	nan	0.0286118241334	0.000745228854039	[O III] 4959 100%	1709.65547538	14.4022337191	23.6363433668	1.0350896364	2.42486154256	3720.11200371	0.0332174998789	0.00643005294314
-90	S90-17	13.65	nan	nan	0.0291036773181	0.000885169011271	[O III] 4959 99%	1773.42881479	16.3410956873	24.5180230794	1.03424048597	2.60035931429	3247.71849125	0.0306708509465	0.000982901591929
-90	S30-18	26.65	11.6455782001	4.43502713685	0.034444183726	0.000890608037334	[O III] 4959 100%	2084.74299365	17.2555534077	28.8220065032	1.00581442901	2.41728595148	7020.03391909	0.0411971485093	0.0175679396709
-90	S60-18	26.65	7.46896561748	2.67940609931	0.0343235922971	0.000856703292244	[O III] 4959 100%	2059.47577617	16.8874819823	28.472681954	1.01800874822	2.41211874265	4916.86580581	0.0376657208193	0.0133567312973
-90	S90-18	26.65	nan	nan	0.0379313119136	0.000950281191799	[O III] 4959 100%	2278.27342622	18.5744008145	31.4976050797	1.01914401011	2.58085193376	4395.49921107	0.035459037018	0.00185670685244
-90	S30-19	39.65	8.66109777463	3.26383757847	0.0303629704023	0.000735635933488	[O III] 4959 100%	1829.03323716	14.4349782303	25.2867658108	0.999115085839	2.19150266421	6718.10349678	0.037952587851	0.00191436510056
-90	S60-19	39.65	5.4750295485	1.97536348897	0.0343737590559	0.00112290128944	[O III] 4959 99%	2074.14333255	18.8761352111	28.6754639788	1.03703458008	2.55455852911	4312.87534289	0.0335188505824	0.00671472450714
-90	S90-19	39.65	7.43205164765	2.36274796344	0.0409974194116	0.000981307487674	[O III] 4959 100%	2449.5234513	19.350462525	33.8651723776	1.02125197933	2.53277052722	5369.77748449	0.0386447047864	0.00242788039398
-90	S30-20	52.65	7.08540691426	2.51482666549	0.0295168011416	0.000742056722859	[O III] 4959 100%	1762.02427614	14.0228679252	24.360352955	1.03847589306	2.40087305082	5000.26929664	0.0382801952074	0.0271586260438
-90	S60-20	52.65	4.0480004975	1.63271338656	0.0297172769816	0.000780363127797	[O III] 4959 100%	1792.07462713	14.3531492149	24.7758053221	1.03671188608	2.34232521294	2957.20987215	0.0318518009247	0.0124599495104
-90	S90-20	52.65	2.62867596313	1.164754953	0.034185936398	0.000868212768247	[O III] 4959 99%	2037.11985848	15.5494343938	28.1636067312	1.02896595268	2.40259038365	3609.58792054	0.035091410572	0.00861440424097
-90	S30-21	65.65	7.14118933572	2.35565228397	0.0327259462429	0.000790234702296	[O III] 4959 100%	1937.14493938	14.2955745608	26.7814326325	1.04251846972	2.45378317069	4692.93576308	0.0320439746919	0.00310352180676
-90	S60-21	65.65	3.2303160639	1.28202277897	0.0257007425083	0.000668926881175	[O III] 4959 100%	1538.94958481	11.5963623225	21.2762988419	1.07243881133	2.39086854082	2361.10409588	0.0332219829615	0.00111914090115
-90	S90-21	65.65	0.980110064812	0.614663888926	0.0192933804986	0.00053254395439	[O III] 4959 99%	1159.83516122	9.36787724653	16.0349629001	1.07803737508	2.42317028112	1173.51559337	0.0234285565299	0.239796498856
-90	S30-22	78.65	5.26625672168	1.83820738551	0.0315254430144	0.000687943406584	[O III] 4959 100%	1868.44400181	13.4515794931	25.8316278482	1.03515377902	2.3482011833	3945.10229471	0.0329594629946	0.00319364317354
-90	S60-22	78.65	3.08787993567	1.13927635316	0.0293540988597	0.00073026615813	[O III] 4959 100%	1737.81286865	12.4204717301	24.025625199	1.04271902591	2.45188451727	2322.33021075	0.0331940492463	0.0169112305621
-90	S90-22	78.65	1.30769373713	0.635837379482	0.0172186782079	0.000425432455942	[O III] 4959 100%	1038.16094827	8.08489633059	14.3527915401	1.07726706075	2.40511230429	767.655609934	0.022694625033	0.00316902966207
-90	S30-23	91.65	3.46750575645	1.31819823576	0.0296422678434	0.000646138643508	[O III] 4959 100%	1762.40018498	12.4816435015	24.3655499731	1.03598204462	2.39618705066	2770.40744951	0.0346070756781	0.010242627316
-90	S60-23	91.65	2.6755436224	1.00257782902	0.0299620403126	0.000646459658909	[O III] 4959 100%	1779.24453763	11.9564869984	24.59842666	1.05462316137	2.4217442307	2112.37496558	0.030085202697	0.00251434666974
-90	S90-23	91.65	2.44156017354	0.85743054465	0.0213230398089	0.000475491974372	[O III] 4959 100%	1278.68849551	9.23701968602	17.6781350246	1.06626010839	2.34232867106	986.560970605	0.0264243191575	0.00128772786448
-90	S30-24	104.65	2.62114640716	1.08772303959	0.0253749650695	0.000560000568883	[O III] 4959 100%	1500.30108831	9.6569101761	20.7419753206	1.06351973961	2.40291650542	1936.43211696	0.0259675878299	0.00793420282873
-90	S60-24	104.65	1.95657965973	0.761380396408	0.0270151397522	0.000572011500529	[O III] 4959 100%	1605.03663758	10.9756584765	22.189966124	1.04434623208	2.34967300905	1563.07988292	0.032471906685	0.0340613961596
-90	S90-24	104.65	2.92729050162	0.897441606441	0.0318977315449	0.000714097612816	[O III] 4959 99%	1923.36596845	13.4473311651	26.5909354867	1.05568722878	2.48317187378	1923.83360945	0.0298587281086	0.0216245081983
