Section	Sum(E/W)	dSum	Strongest	E6716	dE6716	E/W 6716	k6716	kk6716	F6716
S30-12	0.0585488131555	0.000721911365955	[S II] 6731 99%	33.0391867868	0.618129284847	1.69488303472	1.07018779275	1.37310714951	55.2069781663
S30-13	0.0568763526816	0.000655959600216	[S II] 6731 99%	32.3268542393	0.561090998981	1.65834096249	1.05575594928	1.39213777578	47.5789000698
S30-10	0.0427424035244	0.000512028491433	[S II] 6731 99%	25.797550225	0.440200755773	1.32339305128	1.06597439033	1.35257605209	41.2935459445
S30-11	0.0525311857192	0.000584296181584	[S II] 6731 99%	31.9281061219	0.491282193816	1.63788551292	1.01531733446	1.29780165637	47.8792211813
S30-16	0.0491020068108	0.000666982206166	[S II] 6731 99%	22.6863670023	0.542341933327	1.16379191775	1.1966462859	1.51186192338	46.0776618667
S30-17	0.0693646392335	0.000829204622629	[S II] 6731 99%	29.2326563081	0.678117044189	1.49961116041	1.18298341246	1.42780647831	70.4444357386
S30-14	0.0494672255022	0.000776368517998	[S II] 6731 99%	26.9559657046	0.654787870014	1.38281881004	1.09522426005	1.41340938083	45.8250889673
S30-15	0.0502600578574	0.000724942835798	[S II] 6731 99%	25.4822183837	0.619714200078	1.30721678788	1.1327216403	1.44008992208	50.466998767
S30-18	0.0926544124036	0.00081398598075	[S II] 6731 100%	37.3180552878	0.69128771094	1.91438546004	1.15523591957	1.38015891931	107.580586199
S30-19	0.0965295890553	0.000797618947024	[S II] 6731 100%	38.3388557778	0.669186663209	1.96675168332	1.13201770754	1.39250133355	118.921668335
S60-04	0.103937328806	0.000712922828707	[S II] 6731 100%	71.6480709172	0.607585004335	3.67548694984	0.869477977672	1.15919620424	68.3568816474
S30-23	0.0762084082914	0.000585921823059	[S II] 6731 100%	41.3837953635	0.495382407684	2.1229545729	1.07439408519	1.40126048434	50.2871276159
S60-06	0.152352645899	0.000797468258833	[S II] 6731 100%	82.3575312966	0.655807008028	4.2248734352	0.893199657857	1.21267718133	97.3447192415
S90-08	0.0840803530677	0.000424928131048	[S II] 6731 100%	49.9690951206	0.356769211007	2.56337337014	0.822914200485	1.03623635022	65.0191199978
S60-00	0.0825649343211	0.0019707660084	[S II] 6731 100%	66.8954370885	1.77958908766	3.43168075393	0.827381226635	0.965325218404	39.4782704067
S60-01	0.0903141930972	0.0015653185352	[S II] 6731 100%	67.8383721093	1.34303091111	3.48005254285	0.962616091476	1.43023254042	49.7571314481
S60-02	0.0936564890867	0.0012916491533	[S II] 6731 100%	70.8630077299	1.12046031895	3.63521385577	0.956988747346	1.27578752536	55.8750683454
S60-30	0.0660420450208	0.00198509346081	[S II] 6731 100%	49.0737104893	1.4427319063	2.51744087698	0.872729101303	1.15780268505	15.8997575756
S90-03	0.0860889528287	0.000784362045986	[S II] 6731 100%	61.98868859	0.64946492735	3.17996860255	0.8010447455	1.07966114458	45.4795389149
S90-02	0.093122224302	0.000798217179163	[S II] 6731 100%	69.4435942115	0.656261888806	3.56239911287	0.825367805121	1.11358100337	45.1053685251
S90-01	0.0987537829934	0.000989490084269	[S II] 6731 100%	74.4831529619	0.848602695651	3.82092432064	0.887554533012	1.18354235831	49.6578588008
S90-00	0.0852408981439	0.00154348537351	[S II] 6731 100%	67.6977295117	1.3261366174	3.47283769358	0.754123834623	0.975124058907	35.512933153
S90-07	0.0961677986108	0.000473643382962	[S II] 6731 100%	59.550476555	0.386827051441	3.05489033595	0.807415935577	1.04038661279	60.7734287901
S60-09	0.126721696871	0.000575339156004	[S II] 6731 100%	63.7581135455	0.479070949106	3.27073864352	1.06810348151	1.32820385176	138.02737959
S90-05	0.100670023926	0.000547416232558	[S II] 6731 100%	68.6743392293	0.459087505532	3.52293696668	0.728662187766	0.920658669266	62.3216059449
S90-04	0.0690255507823	0.000574060568851	[S II] 6731 100%	48.1182854131	0.479670923612	2.46842835851	0.760486445197	0.966757124294	40.3294419941
S60-32	0.0532141290323	0.00331006745342	[S II] 6731 100%	42.5220084025	2.75375320983	2.18134396312	0.855237737843	1.05913237907	11.465858664
S30-27	0.0580157086832	0.000822156710661	[S II] 6731 100%	38.1643775677	0.654159754743	1.95780109503	1.03867447745	1.34599195828	21.1776417671
S90-11	0.194662869869	0.00109428242642	[S II] 6731 100%	95.2219403502	0.916072010161	4.88480701036	0.945976902315	1.21526433375	175.173217984
S90-12	0.0988810072821	0.000660973217179	[S II] 6731 100%	50.1021158806	0.554429577058	2.57019722542	1.00683350157	1.23952025976	94.6710045708
S90-13	0.0991374661763	0.000885440371731	[S II] 6731 100%	50.625103125	0.755533246211	2.59702603975	1.0443317862	1.31922331165	84.8899472168
S90-15	0.0763218623162	0.000616806627271	[S II] 6731 100%	37.5998851343	0.510110679571	1.92884309874	1.0305769007	1.30347640091	64.5516156305
S30-29	0.0643289984074	0.00106606006711	[S II] 6731 100%	43.115115483	0.861320343168	2.21176986721	1.07122356652	1.363718195	20.2594494029
S30-28	0.0573062912965	0.000800844937001	[S II] 6731 100%	41.4873392165	0.704400235062	2.12826628717	1.09298623988	1.35637352298	22.1723247445
S90-18	0.0552337634069	0.000584818283794	[S II] 6731 99%	28.9635229556	0.486676324978	1.48580484138	1.09389394408	1.3467002502	44.7065647181
S90-19	0.0558059859535	0.000536533387462	[S II] 6731 99%	28.9436800027	0.434736111398	1.48478691426	1.09569438066	1.33116157033	50.7407809567
S90-14	0.0925095921743	0.000821631837792	[S II] 6731 100%	45.3600291561	0.682394056116	2.32693208726	1.01807229881	1.3237047268	75.4854443375
S30-22	0.0681635213384	0.000603616125712	[S II] 6731 99%	33.4419008813	0.501032442338	1.71554193565	1.06799143966	1.3549373327	54.3000423111
S30-21	0.075331127929	0.000633454878534	[S II] 6731 100%	34.1286772324	0.526489344565	1.75077299608	1.02451143297	1.30144490164	60.5629256602
S30-20	0.091047974506	0.000815620885019	[S II] 6731 100%	38.2526091391	0.675794439437	1.96232730188	1.05841283061	1.34109898689	82.4654436877
S90-10	0.166957271547	0.000939135060289	[S II] 6731 100%	83.8987294451	0.788747915064	4.30393562919	0.914106578632	1.16107426038	140.504950374
S30-26	0.0811761231126	0.000925349316302	[S II] 6731 100%	50.7222425378	0.767015236536	2.60200921152	1.04652382045	1.40920829725	30.6430611334
S30-25	0.0838944019808	0.000794945669816	[S II] 6731 100%	49.8709537652	0.639990868689	2.55833879954	1.00464715613	1.33871824744	33.5215706657
S30-24	0.0785287948256	0.000600063675817	[S II] 6731 100%	44.5610567581	0.511980757728	2.28594546215	1.01409224474	1.36345371179	40.8776940653
S90-16	0.0758043146119	0.000917450841336	[S II] 6731 100%	36.2620705189	0.765104892101	1.86021431227	1.0769128875	1.35516451024	66.3785397757
S60-05	0.136530682537	0.000785364644153	[S II] 6731 100%	87.4532166942	0.639799125964	4.48627789368	0.878952098036	1.14990494616	88.3132129704
S90-09	0.128403088753	0.000648561514627	[S II] 6731 100%	68.0041243322	0.547464753267	3.48855549519	0.877073759943	1.09957802419	102.855190132
S60-29	0.0666487946202	0.00155041665155	[S II] 6731 100%	53.4174156489	1.27669040961	2.74026936941	0.937743159023	1.21203683837	20.9461715181
S60-07	0.120852021316	0.00057099640826	[S II] 6731 100%	66.3637180776	0.469898536436	3.40440400718	0.915865751791	1.18828360675	96.4765502699
S90-21	0.0476633158279	0.000461407032028	[S II] 6731 100%	27.6831894128	0.375911706765	1.42012478653	1.08293092072	1.46554201105	20.972752662
S90-20	0.0570769424515	0.000525782047892	[S II] 6731 99%	30.993640456	0.441598029794	1.58994819491	1.09511917336	1.31624196719	43.5657713931
S90-23	0.0479625275688	0.00064550330082	[S II] 6731 99%	28.6300732739	0.506228376218	1.46869914771	1.10391608927	1.42876033722	17.0466844314
S90-22	0.044910631751	0.000640027987034	[S II] 6731 100%	27.0715270685	0.487601819659	1.38874701271	1.07534361208	1.49430695562	14.8941890842
S90-25	0.0543425221107	0.00063762062851	[S II] 6731 99%	37.093452455	0.509641203328	1.90286351995	1.01931205569	1.28554331234	25.7147771545
S90-24	0.0531360674667	0.000455991936629	[S II] 6731 99%	35.0388877906	0.380537964064	1.79746604706	1.02561040627	1.2897489476	25.3798324021
S90-27	0.0557759173811	0.00060181060645	[S II] 6731 99%	41.3011267124	0.502239398653	2.11871373928	1.00917698544	1.27498347341	22.6604163371
S90-26	0.0500361696222	0.000605807268482	[S II] 6731 99%	37.0005850151	0.48626952696	1.89809949687	1.01081763189	1.3205688033	22.2453517964
S90-29	0.0550070160539	0.000729304088976	[S II] 6731 99%	43.7005523197	0.610243351431	2.24180229412	0.975913715503	1.25036012527	18.0426387853
S90-28	0.0546572875395	0.000598783817944	[S II] 6731 99%	40.0704835847	0.50355180528	2.05558276174	0.974814249942	1.23058021222	18.9590313244
S60-03	0.0953253089623	0.000727426866717	[S II] 6731 100%	65.7959835437	0.597915709725	3.3752796938	0.870872545449	1.17874283807	55.5983050981
S90-30	0.0549382613663	0.000767269936318	[S II] 6731 100%	45.0079359896	0.618285063053	2.30886999819	0.927159759912	1.1770673945	15.937156328
S60-08	0.173454846393	0.000734705186966	[S II] 6731 100%	88.2461299634	0.613683954131	4.52695369048	1.00396874752	1.29047846488	167.49815771
S60-28	0.0636566135055	0.00169929949628	[S II] 6731 100%	47.2515323041	1.3635678049	2.42396463883	0.976045334699	1.25266614152	19.7330126933
S90-31	0.0503151284842	0.00104772418651	[S II] 6731 100%	43.4559142635	0.890725043413	2.22925256359	0.932980090748	1.19922059295	13.6365436443
S60-22	0.0711020828358	0.000840471285723	[S II] 6731 100%	38.6511296569	0.707687438913	1.98277107578	1.03199518773	1.33610159523	38.1041011091
S60-23	0.0712895222597	0.000715286583466	[S II] 6731 100%	42.5469292179	0.600845957092	2.1826223804	1.03085774666	1.37306053587	36.803280128
S60-20	0.0707626498193	0.000742038501792	[S II] 6731 100%	33.8561270734	0.621226828423	1.73679139769	1.0562329564	1.35611616122	42.4261687819
S60-21	0.0654982718096	0.000584187603642	[S II] 6731 100%	34.8787428399	0.491141773698	1.78925074316	1.06889330562	1.36419369333	39.7545795502
S60-26	0.0574222955129	0.00106301933876	[S II] 6731 99%	40.6997564097	0.829016153368	2.0878639387	1.00443284471	1.28685390459	22.5917473977
S60-27	0.0518718799996	0.000864031207515	[S II] 6731 100%	38.9821616373	0.689486849534	1.99975274338	1.00930486026	1.34616521814	18.6810479366
S60-24	0.0819659928674	0.000625525285098	[S II] 6731 100%	49.0714469146	0.514869995135	2.51732475746	1.0476217695	1.31902538093	35.7326334034
S60-25	0.0549379894036	0.00115840851577	[S II] 6731 99%	39.302702665	0.93783100687	2.01619623375	0.979743317263	1.31766627695	22.9282560895
S30-30	0.0769252343554	0.00202645353565	[S II] 6731 100%	57.1647957328	1.61508762518	2.93250687724	0.955801640812	1.26176992857	21.5806447169
S90-06	0.0930555355857	0.000547841562852	[S II] 6731 100%	57.5012498629	0.453123899067	2.94976669665	0.796230511085	0.995794397904	58.1556753107
S30-09	0.0539557495183	0.000530875956673	[S II] 6731 99%	31.8344563463	0.442836251345	1.63308135667	1.04476611524	1.33320777103	47.2008583192
S30-32	0.0516055900837	0.00244170063685	[S II] 6731 100%	43.6241727033	1.98168078804	2.23788408279	1.03761261448	1.47367385208	13.8379824985
S90-32	0.052529814119	0.00164709104402	[S II] 6731 100%	44.5882205366	1.37488539786	2.28733894159	0.900959846225	1.21876717804	13.5556780907
S30-00	0.067890593076	0.00145522534917	[S II] 6731 100%	49.2207074305	1.22280243783	2.52498169883	0.852899895928	0.958431012436	32.5913328731
S30-03	0.127776320243	0.000985979364193	[S II] 6731 100%	82.1934907749	0.813783195382	4.21645829172	0.866196743965	1.19302031639	76.5420995459
S30-02	0.0808627749666	0.00108656340472	[S II] 6731 100%	59.9454960261	0.97341053782	3.07515450904	0.885545873619	1.33902501036	47.2516332413
S30-05	0.142808462936	0.000680834416842	[S II] 6731 100%	87.3314427955	0.577301205008	4.48003099311	0.929931807068	1.20524600233	114.413873175
S30-04	0.128066320625	0.000931785481874	[S II] 6731 100%	80.3689817157	0.787831343878	4.12286248166	0.899928663147	1.19019784963	81.9107000958
S30-07	0.114271464037	0.000445089055733	[S II] 6731 100%	65.2068000782	0.372522962706	3.34505506792	1.00362493062	1.24938264474	115.55105692
S30-06	0.151492396677	0.00063992140132	[S II] 6731 100%	84.9014888557	0.532281302794	4.35537635998	1.01092158552	1.28267153292	142.805940384
S30-31	0.072239529535	0.00275920040714	[S II] 6731 100%	53.0262855562	2.19746058231	2.72020471822	0.934095864333	1.36874813319	17.5768157212
S30-08	0.076212773907	0.000446776482984	[S II] 6731 100%	42.6977729668	0.375905580735	2.19036054032	1.01073925343	1.2713643128	72.3780335114
S60-13	0.0645449325943	0.000706779958315	[S II] 6731 99%	34.5165457599	0.5833882434	1.77067033166	1.09744156497	1.42210289779	62.9675627245
S60-12	0.0783046464898	0.000684410085388	[S II] 6731 100%	41.7152975537	0.559542537622	2.13996036187	1.13619329502	1.4571546757	73.8760082547
S60-11	0.0579023663944	0.00068953711605	[S II] 6731 99%	32.0980342828	0.57688884425	1.64660268744	1.09920346367	1.4008193066	60.7698604582
S60-10	0.0721817719533	0.000679159346885	[S II] 6731 99%	38.176045611	0.570997576806	1.95839965603	1.09873487919	1.36900537973	81.6823780255
S60-17	0.0873801387034	0.000774716001021	[S II] 6731 100%	38.3908370467	0.634206494892	1.96941827954	1.09467570476	1.40639882276	65.8471836794
S60-16	0.0723665819197	0.00072315970056	[S II] 6731 100%	34.2330605725	0.593112240945	1.75612777534	1.05671388353	1.34721082175	60.03358555
S60-15	0.0532967275209	0.00066231753637	[S II] 6731 99%	27.3329383482	0.536785213575	1.40215719577	1.07921638288	1.33586089094	54.5969716402
S60-14	0.05007799942	0.00057135359568	[S II] 6731 99%	26.3965697505	0.47028675369	1.35412225893	1.03597784791	1.34224343071	44.5417127797
S60-19	0.0661411072392	0.000942439945458	[S II] 6731 99%	29.0786095956	0.667877724027	1.4917086911	1.07133520525	1.32163580275	46.5582907252
S60-18	0.0729846791232	0.000727572195958	[S II] 6731 99%	32.3360032421	0.611355748678	1.65881029879	1.11886887173	1.37693217438	63.2416615839
S90-17	0.0597708711759	0.00081830525599	[S II] 6731 99%	30.8153226004	0.701346709286	1.58080063598	1.08999902245	1.37677893718	44.3303630646
S60-31	0.0586238442511	0.002650758435	[S II] 6731 100%	49.9496588217	2.11309583886	2.56237630404	0.912963971877	1.28298784821	15.1878251583
S30-01	0.0712467186756	0.00106651853712	[S II] 6731 100%	48.8543100984	0.862211930394	2.50618581786	0.962730023978	1.30870073812	41.386076588
