PA	Section	x0	FQ436N	F547M	Sum(E/W)_1	dSum_1	Strongest	E4340	dE4340	E/W 4340	k4340	kk4340	F4340	Sum(E/W)_2	dSum_2
-90	S30-15	-12.35	nan	nan	0.175108034682	0.0283717384247	[O III] 4363 100%	206.393972512	0.893346609439	0.433094309026	1.24722659687	1.33166051998	696.704306903	0.0388298958102	0.0109334236352
-90	S60-15	-12.35	nan	nan	0.133368904435	0.0302494007644	[O III] 4363 100%	190.648100573	0.841567490384	0.400053385183	1.32760249915	1.42100565591	725.158292704	0.0357570296417	0.0531235498156
-90	S90-15	-12.35	nan	nan	0.146878901098	0.0332589741482	[O III] 4363 100%	174.238770376	0.874193050328	0.365620269541	1.37598228651	1.43938039268	618.236300183	0.0321321542111	0.00137749623162
-90	S30-16	0.65	nan	nan	0.218388194042	0.0276934136366	[O III] 4363 100%	202.997835691	0.879437415119	0.42596790164	1.20523266325	1.26063699272	642.806846283	0.0373206646808	0.00180401422675
-90	S60-16	0.65	nan	nan	0.18694516653	0.0313320148084	[O III] 4363 100%	166.061621702	0.830754056935	0.348461451813	1.32978044233	1.37922213055	567.297333362	0.0314372373282	0.00230095388871
-90	S90-16	0.65	nan	nan	0.156049198935	0.0334246571381	[O III] 4363 100%	184.151446423	0.885471127328	0.38642089434	1.30646000477	1.36905026862	633.044897887	0.0327102683402	0.00371269140739
-90	S30-17	13.65	0.322915996453	nan	0.182835431648	0.0331884306777	[O III] 4363 100%	220.57787918	1.01371939157	0.462857626156	1.15413682772	1.25701098026	802.724893912	0.0425035519936	0.00507764587552
-90	S60-17	13.65	0.260554603678	nan	0.174365109699	0.0334482175574	[O III] 4363 100%	182.189186428	0.88531207375	0.382303314615	1.26489545156	1.33496531342	558.936206712	0.0332174998789	0.00643005294314
-90	S90-17	13.65	nan	nan	0.155873393626	0.0268340514104	[O III] 4363 100%	173.051227651	0.759497237299	0.363128346015	1.31091935913	1.38596966261	463.458576003	0.0306708509465	0.000982901591929
-90	S30-18	26.65	0.43373750639	4.43502713685	0.209033725096	0.0293735074575	[O III] 4363 100%	235.398905841	0.903735541468	0.493957867227	1.1656008007	1.26182725442	1059.84767514	0.0411971485093	0.0175679396709
-90	S60-18	26.65	0.262214293941	2.67940609931	0.169603381446	0.0277862111282	[O III] 4363 100%	212.994186343	0.91915824388	0.446944108095	1.22793565204	1.31340669149	707.685133875	0.0376657208193	0.0133567312973
-90	S90-18	26.65	nan	nan	0.164718698067	0.0387286064598	[O III] 4363 100%	226.379464932	1.03219164366	0.475031594911	1.25939041283	1.34881020351	622.708705205	0.035459037018	0.00185670685244
-90	S30-19	39.65	0.336620970036	3.26383757847	0.227054871525	0.0352815060338	[O III] 4363 100%	248.700092814	1.00756815996	0.521868897336	1.13724354518	1.21770436872	1199.6521295	0.037952587851	0.00191436510056
-90	S60-19	39.65	0.206711784456	1.97536348897	0.131282309259	0.0251895921185	[O III] 4363 100%	210.324217942	0.901103454771	0.441341482662	1.28878142483	1.40812278261	627.079728403	0.0335188505824	0.00671472450714
-90	S90-19	39.65	nan	2.36274796344	0.172332422925	0.0345807186484	[O III] 4363 100%	245.332942799	1.05566581094	0.514803315474	1.26687783343	1.33963576136	769.757408616	0.0386447047864	0.00242788039398
-90	S30-20	52.65	0.279842152131	2.51482666549	0.154008605799	0.0271430895242	[O III] 4363 100%	216.776315804	0.908096733534	0.454880477194	1.25900014507	1.36247918774	860.483233513	0.0382801952074	0.0271586260438
-90	S60-20	52.65	0.175271459909	1.63271338656	0.142583169275	0.0274334873548	[O III] 4363 100%	181.923663458	0.892958882133	0.381746144822	1.32230208317	1.40866612593	441.783210201	0.0318518009247	0.0124599495104
-90	S90-20	52.65	nan	1.164754953	0.135457089576	0.0256113671014	[O III] 4363 100%	197.46433269	0.874702354893	0.414356474091	1.30827150518	1.38022839131	513.271581789	0.035091410572	0.00861440424097
-90	S30-21	65.65	0.420263230688	2.35565228397	0.215045607406	0.0311810790019	[O III] 4363 100%	207.462781783	0.847521638435	0.435337083885	1.27925599893	1.34890986532	711.565187857	0.0320439746919	0.00310352180676
-90	S60-21	65.65	0.145440363645	1.28202277897	0.133837364039	0.019744857852	[O III] 4363 100%	165.077285858	0.63085569602	0.346395934845	1.3851178766	1.42917111214	377.409860779	0.0332219829615	0.00111914090115
-90	S90-21	65.65	nan	0.614663888926	0.109986386746	0.0217966601038	[O III] 4363 100%	111.570675396	0.581116280285	0.234118390087	1.44374197327	1.49806478638	174.426880236	0.0234285565299	0.239796498856
-90	S30-22	78.65	nan	1.83820738551	0.146306286137	0.0295430746266	[O III] 4363 100%	200.686492284	0.905125744921	0.421117810025	1.25561628652	1.37883124843	593.014322889	0.0329594629946	0.00319364317354
-90	S60-22	78.65	0.307435733995	1.13927635316	0.0549787027817	0.0149748422649	[O III] 4363 100%	187.145490377	0.868470839581	0.392703555515	1.37227865995	1.50252212069	379.741728772	0.0331940492463	0.0169112305621
-90	S90-22	78.65	nan	0.635837379482	0.0483387562234	0.0222132059307	[O III] 4363 100%	100.518365086	0.593874847645	0.210926372226	1.4652966074	1.52593880823	116.645016624	0.022694625033	0.00316902966207
