Section	Sum(E/W)	dSum	Strongest	E4713	dE4713	E/W 4713	k4713	kk4713	F4713
S30-12	0.00519570915426	4.35387991554e-06	[Fe III] 4658 95%	2.63752306774	0.0	0.0326619344563	1.16983137084	1.28515630623	6.86732819047
S30-13	0.00176317245871	0.0116778530318	[Fe III] 4658 79%	3.5260993789	0.408814358513	0.0436656756518	1.17951784054	1.31564131301	8.2668322651
S30-10	0.00189783613484	0.0034694909882	[Fe III] 4658 84%	3.76410974698	0.519520451594	0.0466130921644	1.1777197149	1.28611352917	9.49082182541
S30-11	0.00163184057423	0.00174684720849	[Fe III] 4658 87%	2.04891935294	0.25461550368	0.0253729229635	1.19737301759	1.32628448593	5.16394638867
S30-16	0.00549677145208	0.0135611607398	[Fe III] 4658 96%	4.33772886764	0.35068037024	0.0537165409839	1.04971859363	1.18960195705	11.0178067617
S30-17	0.00332193331952	0.00325780856774	[Fe III] 4658 84%	3.5324714706	0.584881738839	0.0437445848541	1.04158362882	1.17313290798	10.6825588876
S30-14	0.00465959597348	3.0450088181e-06	[Fe III] 4658 95%	4.42220631106	0.0	0.0547626727708	1.09835409071	1.27399013893	10.747921002
S30-15	0.00474231567427	0.000626880302655	[Fe III] 4658 94%	5.32584895461	0.41118612152	0.0659529888505	1.07844158353	1.21733967001	14.3185353217
S30-18	0.00718625151702	2.78055516478e-06	[Fe III] 4658 96%	6.33735178377	0.0	0.0784789983906	1.05390514067	1.15429588371	23.7642569333
S30-19	0.00364785880372	0.00735720905645	[Fe III] 4658 91%	4.70666587126	0.31021337457	0.0582852958047	1.03669512582	1.13837679819	19.0611055799
S60-04	0.00157355059756	6.26496786431e-07	[Fe III] 4658 91%	0.980025849566	0.0	0.0121362123636	1.31274893061	1.39496084603	2.01270621215
S30-23	0.00608180897324	2.10559007539e-06	[Fe III] 4658 97%	3.12349467769	0.0	0.0386799947592	1.12125330659	1.29451879993	5.64622993532
S60-06	0.0025790238922	0.00185638859712	[Fe III] 4658 93%	0.879337803992	0.265546799692	0.0108893355551	1.25247801265	1.34717139198	2.0770457391
S90-08	0.00225953015476	6.60188073046e-07	[Fe III] 4658 92%	2.29014331879	0.0	0.0283601352681	1.31223308568	1.44615918561	6.77478876187
S60-00	0.00501830494882	2.30894081738e-06	[Fe III] 4658 98%	2.90235096934	0.0	0.0359414475988	1.2882828832	1.35894805182	3.79994963572
