PA	Section	x0	F656N	F547M	Sum(E/W)_1	dSum_1	Strongest	E6563	dE6563	E/W 6563	k6563	kk6563	F6563	Sum(E/W)_2	dSum_2
-90	S30-15	-12.35	nan	nan	0.0879834307535	0.0144359812174	[N II] 6548 99%	3245.28300272	44.9130768389	176.625795523	1.10189776198	2.23387047782	6398.80735295	0.0388298958102	0.0109334236352
-90	S60-15	-12.35	nan	nan	0.0709341821045	0.0123160478167	[N II] 6548 99%	2999.67976702	40.787377511	163.25874345	1.05878074755	2.09712153641	6016.13103752	0.0357570296417	0.0531235498156
-90	S90-15	-12.35	nan	nan	0.0639256297202	0.00538920723923	[N II] 6548 99%	2987.24529493	17.0271829063	162.581992448	1.01616634501	2.04019055834	5175.31898371	0.0321321542111	0.00137749623162
-90	S30-16	0.65	nan	nan	0.0789066982952	0.0169304635352	[N II] 6548 99%	3211.61989401	49.6305653669	174.793667678	1.15434756792	2.27591519658	6439.95895918	0.0373206646808	0.00180401422675
-90	S60-16	0.65	nan	nan	0.0653685482827	0.00467392312178	[N II] 6548 99%	2755.11942603	15.2846629786	149.948451329	1.03334660515	2.21165208146	4835.59040944	0.0314372373282	0.00230095388871
-90	S90-16	0.65	nan	nan	0.0634096400722	0.00627603509191	[N II] 6548 99%	2996.80138795	20.4807471771	163.102086545	1.05918584214	2.09990089734	5521.94926492	0.0327102683402	0.00371269140739
-90	S30-17	13.65	nan	nan	0.0756020878812	0.00490004438002	[N II] 6548 98%	3257.00944279	15.6626242653	177.264011606	1.14894497352	2.47132639314	7801.55086805	0.0425035519936	0.00507764587552
-90	S60-17	13.65	nan	nan	0.0801681331828	0.00449261409707	[N II] 6548 98%	2956.07767417	14.8659339783	160.885682509	1.07180758936	2.29690341861	5080.78921448	0.0332174998789	0.00643005294314
-90	S90-17	13.65	nan	nan	0.0680305751195	0.00948261555882	[N II] 6548 99%	2879.86935286	31.8685541204	156.738014843	1.06465997156	2.16547842018	4141.46116281	0.0306708509465	0.000982901591929
-90	S30-18	26.65	21.6637291002	4.43502713685	0.0935611440337	0.00455041649773	[N II] 6548 98%	3237.31891123	15.1192560238	176.192346732	1.13524725676	2.39141169112	9386.03168061	0.0411971485093	0.0175679396709
-90	S60-18	26.65	11.1145692596	2.67940609931	0.0771144457061	0.00473116982434	[N II] 6548 99%	3133.50251986	15.49584734	170.542099065	1.09500372481	2.18683093265	6138.40736965	0.0376657208193	0.0133567312973
