PA	Section	x0	F487N	F547M	Sum(E/W)_1	dSum_1	Strongest	E4861	dE4861	E/W 4861	k4861	kk4861	F4861	Sum(E/W)_2	dSum_2
-90	S30-15	-12.35	nan	nan	0.00173105304708	0.00186240621198	He I 4922 62%	606.608696715	7.50257077138	9.79270484276	1.03979168606	2.52579359817	1523.93800454	0.0388298958102	0.0109334236352
-90	S60-15	-12.35	nan	nan	0.00247793598675	0.00306176633124	He I 4922 78%	563.94478334	6.62247416005	9.10396577031	1.08880462952	2.46540336658	1570.47276782	0.0357570296417	0.0531235498156
-90	S90-15	-12.35	nan	nan	0.00125044538615	0.000994523477496	He I 4922 64%	522.999348165	6.18476337514	8.44296871653	1.10342382521	2.40158732797	1328.45898214	0.0321321542111	0.00137749623162
-90	S30-16	0.65	nan	nan	0.00366295637944	0.00246533603166	He I 4922 81%	608.538371357	7.74154034079	9.82385628242	1.01640670258	2.53549182833	1450.70604302	0.0373206646808	0.00180401422675
-90	S60-16	0.65	nan	nan	0.00114462778448	0.00143160520433	He I 4922 62%	489.868836258	6.22058708679	7.9081308117	1.09304271106	2.39749318238	1227.95395217	0.0314372373282	0.00230095388871
-90	S90-16	0.65	nan	nan	0.000772908049112	0.000880460434965	He I 4922 37%	556.569220426	6.92543227339	8.98489937535	1.06971789103	2.40118998473	1398.47198934	0.0327102683402	0.00371269140739
-90	S30-17	13.65	nan	nan	0.0011123471545	0.000958407833985	He I 4922 44%	628.919349262	7.95323370817	10.1528738222	1.01560414181	2.47716513453	1797.93710224	0.0425035519936	0.00507764587552
-90	S60-17	13.65	nan	nan	0.00134878688117	0.00118668099938	He I 4922 66%	535.472087015	6.72629203231	8.6443206767	1.06524481761	2.40483729871	1235.04101358	0.0332174998789	0.00643005294314
-90	S90-17	13.65	nan	nan	0.00246812734047	0.00209402450006	He I 4922 81%	528.074126174	6.67471999045	8.52489270385	1.06737363155	2.38537956925	1027.97725674	0.0306708509465	0.000982901591929
-90	S30-18	26.65	4.75375968903	4.43502713685	0.00171212286987	0.00136995572377	He I 4922 68%	656.646505737	8.38003196214	10.6004833949	1.02546937193	2.52230819842	2321.94449995	0.0411971485093	0.0175679396709
-90	S60-18	26.65	2.57221807346	2.67940609931	0.0011525726098	0.00099488516185	He I 4922 53%	609.125832317	7.36641883573	9.83333987838	1.04280216858	2.45312156759	1534.32283955	0.0376657208193	0.0133567312973
-90	S90-18	26.65	nan	nan	0.00123546664209	0.00116267447663	He I 4922 51%	666.846448411	8.07460158024	10.7651447796	1.04559103949	2.54966837606	1359.5129209	0.035459037018	0.00185670685244
-90	S30-19	39.65	3.43413979639	3.26383757847	0.000966033722958	0.00081594330059	He I 4922 50%	683.183646867	7.89217912252	11.0288821169	1.01366168431	2.45407286174	2622.19166379	0.037952587851	0.00191436510056
-90	S60-19	39.65	1.93236214746	1.97536348897	0.00241196360513	0.00350356131308	He I 4922 77%	603.395508375	7.22101674588	9.74083317461	1.06938375526	2.45807900859	1332.59671239	0.0335188505824	0.00671472450714
-90	S90-19	39.65	2.56541804934	2.36274796344	0.00135045959419	0.000954833679236	He I 4922 52%	716.210100628	8.44913431603	11.5620401732	1.04920428459	2.50594693829	1661.3948964	0.0386447047864	0.00242788039398
