PA	Section	x0	F469N	F547M	Sum(E/W)_1	dSum_1	Strongest	E4713	dE4713	E/W 4713	k4713	kk4713	F4713	Sum(E/W)_2	dSum_2
-90	S30-15	-12.35	nan	nan	0.00474231567427	0.000626880302655	[Fe III] 4658 94%	5.32584895461	0.41118612152	0.0659529888505	1.07844158353	1.21733967001	14.3185353217	0.0388298958102	0.0109334236352
-90	S60-15	-12.35	nan	nan	0.00273709207914	0.00376089403803	[Fe III] 4658 89%	4.26162125471	0.371357966117	0.0527740575244	1.14005930599	1.2529780101	12.8212795282	0.0357570296417	0.0531235498156
-90	S90-15	-12.35	nan	nan	0.00316054251397	2.18736329296e-06	[Fe III] 4658 92%	3.04099420386	0.0	0.0376583449007	1.16050527565	1.26514048212	8.38038306317	0.0321321542111	0.00137749623162
-90	S30-16	0.65	nan	nan	0.00549677145208	0.0135611607398	[Fe III] 4658 96%	4.33772886764	0.35068037024	0.0537165409839	1.04971859363	1.18960195705	11.0178067617	0.0373206646808	0.00180401422675
-90	S60-16	0.65	nan	nan	0.00467802490111	2.66460612179e-06	[Fe III] 4658 96%	3.18923699329	0.0	0.0394941189007	1.14300807763	1.2498210773	8.62441812849	0.0314372373282	0.00230095388871
-90	S90-16	0.65	nan	nan	0.00267950747851	0.0444001029411	[Fe III] 4658 88%	4.57841116657	0.285855702886	0.0566970455219	1.11703933836	1.21624010855	12.3935078333	0.0327102683402	0.00371269140739
-90	S30-17	13.65	nan	nan	0.00332193331952	0.00325780856774	[Fe III] 4658 84%	3.5324714706	0.584881738839	0.0437445848541	1.04158362882	1.17313290798	10.6825588876	0.0425035519936	0.00507764587552
-90	S60-17	13.65	nan	nan	0.00448755651531	2.41813256454e-06	[Fe III] 4658 95%	2.84880063649	0.0	0.0352783036502	1.10666118698	1.22122517673	7.04184434634	0.0332174998789	0.00643005294314
-90	S90-17	13.65	nan	nan	0.00267542965183	0.000595186226208	[Fe III] 4658 91%	3.21609892683	0.254952854612	0.039826765361	1.11566728478	1.2438727186	6.75123046462	0.0306708509465	0.000982901591929
-90	S30-18	26.65	0.253251305802	4.43502713685	0.00718625151702	2.78055516478e-06	[Fe III] 4658 96%	6.33735178377	0.0	0.0784789983906	1.05390514067	1.15429588371	23.7642569333	0.0411971485093	0.0175679396709
-90	S60-18	26.65	0.160355301352	2.67940609931	0.00257338570969	2.3146289112e-06	[Fe III] 4658 85%	4.10752219751	0.0	0.0508657620606	1.07925578828	1.21233289293	11.045445114	0.0376657208193	0.0133567312973
-90	S90-18	26.65	nan	nan	0.00490143117331	0.000852259513329	[Fe III] 4658 94%	4.41076974871	0.323678776051	0.0546210473745	1.08619215566	1.21138892015	9.63772413802	0.035459037018	0.00185670685244
-90	S30-19	39.65	0.195097348859	3.26383757847	0.00364785880372	0.00735720905645	[Fe III] 4658 91%	4.70666587126	0.31021337457	0.0582852958047	1.03669512582	1.13837679819	19.0611055799	0.037952587851	0.00191436510056
-90	S60-19	39.65	0.124119479041	1.97536348897	0.00327811087972	3.53044379399	[Fe III] 4658 91%	3.72444779046	0.339568016196	0.0461219358064	1.11467785981	1.22962469477	8.84662961609	0.0335188505824	0.00671472450714
-90	S90-19	39.65	0.1426091773	2.36274796344	0.00594952266975	0.00146112586836	[Fe III] 4658 95%	4.48560105438	0.273682053879	0.0555477256019	1.09093736278	1.19556901715	11.1609224865	0.0386447047864	0.00242788039398
-90	S30-20	52.65	0.16079505941	2.51482666549	0.00926934825388	0.054150377492	[Fe III] 4658 97%	6.0143573737	0.558785079044	0.0744791765955	1.10902743561	1.18637531709	19.3722344261	0.0382801952074	0.0271586260438
